ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,interest
69480,Ttc9,tetratricopeptide repeat domain 9,4.019387801,0.508978234,9.575303089,1.80E-07,1.23E-05,
228790,Asxl1,additional sex combs like 1,1.51001416,6.341101444,9.53573779,1.82E-07,1.24E-05,
212706,N4bp3,NEDD4 binding protein 3,2.133905279,4.931748487,9.527692639,1.84E-07,1.25E-05,
20832,Ssr4,"signal sequence receptor, delta",-1.404536139,6.635321972,-9.509330182,1.88E-07,1.27E-05,
70335,Reep6,receptor accessory protein 6,-1.530365302,3.059626303,-9.490852083,1.92E-07,1.29E-05,
50798,Gne,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,-1.601869178,4.92723912,-9.451431871,2.02E-07,1.34E-05,
74246,Gale,"galactose-4-epimerase, UDP",-2.030758233,3.278387991,-9.450183555,2.02E-07,1.34E-05,
109934,Abr,active BCR-related gene,-2.075993236,5.730392087,-9.627653486,2.03E-07,1.34E-05,
240047,Mmp25,matrix metallopeptidase 25,-4.696113359,-0.287274261,-9.487913892,2.04E-07,1.34E-05,
12409,Cbr2,carbonyl reductase 2,2.546098673,6.265726213,9.474617054,2.04E-07,1.34E-05,
269094,D730002M21Rik,RIKEN cDNA D730002M21 gene,-2.030453804,1.876815347,-9.432938994,2.06E-07,1.34E-05,
12740,Cldn4,claudin 4,3.178211336,7.409350968,11.2157242,2.07E-07,1.34E-05,
66859,Slc16a9,"solute carrier family 16 (monocarboxylic acid transporters), member 9",-4.076389142,0.543058317,-9.460046721,2.07E-07,1.34E-05,
13052,Cxadr,coxsackie virus and adenovirus receptor,1.808825592,7.934916067,9.422357268,2.09E-07,1.34E-05,
16891,Lipg,"lipase, endothelial",-3.327345936,5.562772263,-10.52728497,2.09E-07,1.34E-05,
100038464,Gm15441,predicted gene 15441,-3.006629419,-0.255609491,-9.423389979,2.11E-07,1.35E-05,
72640,Mex3a,mex3 RNA binding family member A,3.292452841,4.855279516,9.402702087,2.17E-07,1.38E-05,
66612,Ormdl3,ORM1-like 3 (S. cerevisiae),-1.482509123,6.090718971,-9.386031444,2.18E-07,1.38E-05,
66805,Tspan1,tetraspanin 1,-3.226962334,1.286399399,-9.36751734,2.26E-07,1.43E-05,
106628,Trip10,thyroid hormone receptor interactor 10,1.718875463,6.241433068,9.349143718,2.28E-07,1.44E-05,
68732,Carmil1,capping protein regulator and myosin 1 linker 1,1.703414335,5.246871998,9.326826088,2.34E-07,1.47E-05,
215280,Wipf1,"WAS/WASL interacting protein family, member 1",-1.683534293,4.96297945,-9.314165181,2.38E-07,1.49E-05,
56437,Rrad,Ras-related associated with diabetes,3.518394449,3.410800995,9.299640142,2.47E-07,1.54E-05,
20166,Rtkn,rhotekin,1.677035892,5.954162774,9.270802622,2.51E-07,1.55E-05,
107242,AI837181,expressed sequence AI837181,2.371827273,4.590517126,9.266604919,2.53E-07,1.56E-05,
329919,Skint2,selection and upkeep of intraepithelial T cells 2,-6.998652264,-3.273290069,-9.366171117,2.57E-07,1.57E-05,
269831,Tspan12,tetraspanin 12,2.58459984,3.68418785,9.25332815,2.57E-07,1.57E-05,
230145,Galnt12,polypeptide N-acetylgalactosaminyltransferase 12,-2.227409526,1.725069552,-9.248397818,2.58E-07,1.57E-05,
665270,Plb1,phospholipase B1,4.597428699,2.563797503,9.601994544,2.62E-07,1.60E-05,
66270,Retreg1,reticulophagy regulator 1,-1.437161313,7.075068854,-9.229286688,2.63E-07,1.60E-05,
17345,Mki67,antigen identified by monoclonal antibody Ki 67,-2.338359913,5.946619272,-10.00681793,2.66E-07,1.60E-05,
21960,Tnr,tenascin R,-7.5952729,-1.499381622,-9.342457974,2.70E-07,1.62E-05,
229933,Clca2,chloride channel accessory 2,-2.420800716,1.424015304,-9.187334182,2.78E-07,1.67E-05,
66591,Mad2l1bp,MAD2L1 binding protein,-2.212055397,3.236276278,-9.176719224,2.81E-07,1.68E-05,
235633,Als2cl,ALS2 C-terminal like,2.203804485,4.258596902,9.145168207,2.92E-07,1.74E-05,
330122,Cxcl3,chemokine (C-X-C motif) ligand 3,-3.057741474,2.61158861,-10.03594297,2.96E-07,1.75E-05,
18133,Nov,nephroblastoma overexpressed gene,-3.472085114,0.794182806,-9.131006332,3.03E-07,1.79E-05,
13014,Cstb,cystatin B,1.668790678,6.968813472,9.097757877,3.09E-07,1.82E-05,
13650,Rhbdf1,rhomboid 5 homolog 1,1.534813855,6.721568983,9.085523704,3.14E-07,1.84E-05,
74043,Pex26,peroxisomal biogenesis factor 26,-1.883601998,4.127903385,-9.05886211,3.25E-07,1.89E-05,
14745,Lpar1,lysophosphatidic acid receptor 1,-4.428959586,0.623781696,-9.093931783,3.26E-07,1.89E-05,
207740,Ubald1,UBA-like domain containing 1,1.836192664,5.273346287,9.04683674,3.29E-07,1.91E-05,
104156,Etv5,ets variant 5,-3.365616933,4.928511779,-9.198739272,3.41E-07,1.97E-05,
66898,Baiap2l1,BAI1-associated protein 2-like 1,-1.550317925,4.973797049,-9.01504126,3.42E-07,1.97E-05,
118453,Mmp28,matrix metallopeptidase 28 (epilysin),-3.354684802,0.323846432,-9.024716149,3.44E-07,1.97E-05,
55979,Agpat1,"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)",-1.4389766,5.365224329,-9.000561429,3.49E-07,1.99E-05,
22750,Zfp9,zinc finger protein 9,-2.380724416,2.915395486,-8.97367333,3.62E-07,2.06E-05,
68151,Wls,wntless WNT ligand secretion mediator,-1.526516242,7.278365748,-8.954147943,3.69E-07,2.09E-05,
22373,Wap,whey acidic protein,-3.823162761,8.742608647,-10.86382446,3.77E-07,2.12E-05,
319710,Frmd6,FERM domain containing 6,2.475789822,7.007672494,9.296316034,3.77E-07,2.12E-05,
18828,Plscr2,phospholipid scramblase 2,3.631684396,4.379190851,10.14798141,3.80E-07,2.13E-05,
218194,Phactr1,phosphatase and actin regulator 1,-1.829316691,2.580251808,-8.905488895,3.93E-07,2.19E-05,
19713,Ret,ret proto-oncogene,-2.958120193,2.081966812,-8.910078756,3.94E-07,2.19E-05,
14283,Fosl1,fos-like antigen 1,2.796466042,5.157568848,8.897526548,3.99E-07,2.20E-05,
78892,Crispld2,cysteine-rich secretory protein LCCL domain containing 2,-3.466261412,8.152080172,-10.77626604,4.00E-07,2.20E-05,
24064,Spry2,sprouty RTK signaling antagonist 2,1.88523314,6.418723967,8.89107379,4.00E-07,2.20E-05,
70296,Tbc1d13,"TBC1 domain family, member 13",-1.656425015,4.40526538,-8.88238501,4.04E-07,2.22E-05,
22779,Ikzf2,IKAROS family zinc finger 2,-1.877759992,3.951234667,-8.852205516,4.20E-07,2.29E-05,
12231,Btn1a1,"butyrophilin, subfamily 1, member A1",-2.060647622,7.417306953,-9.088010036,4.32E-07,2.35E-05,
67111,Naaa,N-acylethanolamine acid amidase,-2.557005804,3.290745746,-8.829600347,4.33E-07,2.35E-05,
243219,2900026A02Rik,RIKEN cDNA 2900026A02 gene,1.933824057,6.33499434,8.818748566,4.38E-07,2.37E-05,
67474,Snap29,synaptosomal-associated protein 29,-1.609958376,5.072282877,-8.813999957,4.40E-07,2.37E-05,
104831,Ptpn23,"protein tyrosine phosphatase, non-receptor type 23",1.581287204,6.957507356,8.796049282,4.50E-07,2.42E-05,
53322,Nucb2,nucleobindin 2,-1.565942232,5.285795234,-8.793416179,4.52E-07,2.42E-05,
239463,Fam83a,"family with sequence similarity 83, member A",3.481160049,3.927082062,8.824753742,4.77E-07,2.53E-05,
16978,Lrrfip1,leucine rich repeat (in FLII) interacting protein 1,1.592800854,6.771480363,8.749955838,4.77E-07,2.53E-05,
102693,Phldb1,"pleckstrin homology like domain, family B, member 1",-3.663870944,6.375863719,-10.58078291,4.78E-07,2.53E-05,
19303,Pxn,paxillin,1.706861987,7.803402638,8.734652503,4.86E-07,2.57E-05,
269633,Wdr86,WD repeat domain 86,-4.550378679,-1.429639607,-8.771674509,4.89E-07,2.58E-05,
217410,Trib2,tribbles pseudokinase 2,3.10317286,3.683127825,9.065832108,4.95E-07,2.60E-05,
20856,Stc2,stanniocalcin 2,-1.807517315,4.037685842,-8.717472555,4.97E-07,2.60E-05,
333654,Ppp1r13l,"protein phosphatase 1, regulatory (inhibitor) subunit 13 like",1.75910434,6.035064948,8.697919043,5.10E-07,2.66E-05,
71876,Cenpu,centromere protein U,-2.189761269,0.963645605,-8.697085578,5.11E-07,2.66E-05,
13709,Elf1,E74-like factor 1,1.717091592,7.339969882,8.66817151,5.29E-07,2.73E-05,
54644,Otud5,OTU domain containing 5,1.616241295,6.212470863,8.667760585,5.29E-07,2.73E-05,
634720,Gm11735,predicted gene 11735,-6.18710447,-4.435953392,-8.753230076,5.32E-07,2.73E-05,
230766,Fam167b,"family with sequence similarity 167, member B",-3.897406818,-0.742702274,-8.688955425,5.32E-07,2.73E-05,
19883,Rora,RAR-related orphan receptor alpha,-1.48800769,4.259578335,-8.652542897,5.40E-07,2.76E-05,
56316,Ggcx,gamma-glutamyl carboxylase,-1.577519902,4.148041585,-8.632511802,5.54E-07,2.82E-05,
331026,Gmppb,GDP-mannose pyrophosphorylase B,-1.725945972,3.413450908,-8.626547665,5.58E-07,2.84E-05,
77996,Cutal,cutA divalent cation tolerance homolog-like,-2.531090572,2.222824413,-8.61609673,5.68E-07,2.88E-05,
75767,Rab11fip1,RAB11 family interacting protein 1 (class I),1.436860031,5.534265634,8.602011832,5.76E-07,2.90E-05,
67792,Rgs8,regulator of G-protein signaling 8,2.696287562,-0.337929961,8.60319265,5.78E-07,2.90E-05,
17886,Myh9,"myosin, heavy polypeptide 9, non-muscle",1.51823327,9.443925053,8.598060974,5.79E-07,2.90E-05,
16878,Lif,leukemia inhibitory factor,2.909695099,6.682034167,10.0613812,5.79E-07,2.90E-05,
13078,Cyp1b1,"cytochrome P450, family 1, subfamily b, polypeptide 1",4.365611023,5.475522453,9.347064993,5.84E-07,2.91E-05,
67399,Pdlim7,PDZ and LIM domain 7,2.254859882,6.450768489,8.588785207,5.87E-07,2.92E-05,
12406,Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1",1.896099404,6.958477161,8.583952167,5.89E-07,2.92E-05,
27273,Pdk4,"pyruvate dehydrogenase kinase, isoenzyme 4",3.984533432,8.237959689,10.58024593,5.97E-07,2.92E-05,
54610,Tbc1d8,"TBC1 domain family, member 8",-1.601112795,5.254637499,-8.573599197,5.97E-07,2.92E-05,
192199,Rspo1,R-spondin 1,6.475362359,4.088186446,10.46572802,5.97E-07,2.92E-05,
54325,Elovl1,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1",-1.50826947,6.759170312,-8.569094598,6.00E-07,2.92E-05,
16367,Irs1,insulin receptor substrate 1,-2.967108455,5.049021241,-9.280880388,6.01E-07,2.92E-05,
13360,Dhcr7,7-dehydrocholesterol reductase,-1.656048751,4.052717778,-8.567791063,6.01E-07,2.92E-05,
20621,Snn,stannin,-1.557955964,3.746359841,-8.566018841,6.03E-07,2.92E-05,
270076,Gcdh,glutaryl-Coenzyme A dehydrogenase,-1.498886959,4.322953283,-8.53584535,6.27E-07,3.03E-05,
227697,Dolk,dolichol kinase,-2.048619403,2.902905921,-8.525176598,6.36E-07,3.06E-05,
12994,Csn3,casein kappa,-2.272066506,10.33850959,-8.982216189,6.38E-07,3.07E-05,
238330,Irf2bpl,interferon regulatory factor 2 binding protein-like,1.408886375,7.122675639,8.516665916,6.42E-07,3.08E-05,
244871,Zc3h12c,zinc finger CCCH type containing 12C,-1.914971183,4.107212106,-8.517328603,6.54E-07,3.12E-05,
98170,Tmem132a,transmembrane protein 132A,1.635224021,7.180360055,8.493193052,6.62E-07,3.15E-05,
12050,Bcl2l2,BCL2-like 2,-1.479790238,6.109436172,-8.457434081,6.93E-07,3.29E-05,
11600,Angpt1,angiopoietin 1,-2.852390176,4.039706016,-9.863679604,6.98E-07,3.29E-05,
109305,Orai1,ORAI calcium release-activated calcium modulator 1,-1.516801591,4.692815305,-8.451967068,6.98E-07,3.29E-05,
16835,Ldlr,low density lipoprotein receptor,-1.442882409,7.484422513,-8.434730088,7.14E-07,3.36E-05,
16770,Lalba,"lactalbumin, alpha",-3.71768217,6.767276989,-10.35259323,7.19E-07,3.37E-05,
11975,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",-1.372130398,5.432563611,-8.415314184,7.32E-07,3.42E-05,
20209,Saa2,serum amyloid A 2,-3.218767097,3.675094907,-10.08214206,7.36E-07,3.43E-05,
106957,Slc39a6,"solute carrier family 39 (metal ion transporter), member 6",-1.502801511,6.005031232,-8.409460618,7.38E-07,3.43E-05,
19012,Plpp1,phospholipid phosphatase 1,-3.15116772,4.049625582,-8.402819942,7.55E-07,3.49E-05,
12023,Barx2,BarH-like homeobox 2,1.669127337,3.816379978,8.39138672,7.56E-07,3.49E-05,
68545,Ecscr,endothelial cell surface expressed chemotaxis and apoptosis regulator,3.814154076,4.348126207,8.583190602,7.59E-07,3.50E-05,
17714,Grpel2,"GrpE-like 2, mitochondrial",1.813783962,3.989720622,8.376128908,7.71E-07,3.54E-05,
56353,Rybp,RING1 and YY1 binding protein,1.82592696,7.506990798,8.435486668,7.77E-07,3.56E-05,
192734,Lrrc75b,leucine rich repeat containing 75B,-3.179651075,5.173908294,-9.017764492,7.85E-07,3.58E-05,
228366,Large2,LARGE xylosyl- and glucuronyltransferase 2,-2.131198616,6.458219964,-8.944647298,7.96E-07,3.63E-05,
21906,Otop1,otopetrin 1,-3.879695112,-0.823721229,-8.828087739,8.01E-07,3.64E-05,
194231,Cnksr1,connector enhancer of kinase suppressor of Ras 1,1.596031377,5.445441812,8.343134718,8.05E-07,3.64E-05,
12005,Axin1,axin 1,1.365393366,6.407055127,8.332996972,8.15E-07,3.68E-05,
75212,Rnf121,ring finger protein 121,-1.561736776,4.522317576,-8.324710434,8.24E-07,3.71E-05,
21881,Tkt,transketolase,-1.409998581,8.199704695,-8.318593481,8.31E-07,3.73E-05,
29817,Igfbp7,insulin-like growth factor binding protein 7,-2.125435041,5.699952215,-8.318253943,8.32E-07,3.73E-05,
117149,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,-1.551506709,4.656148043,-8.302778847,8.48E-07,3.79E-05,
52118,Pvr,poliovirus receptor,2.187176048,6.450546012,8.735628103,8.56E-07,3.81E-05,
14421,B4galnt1,"beta-1,4-N-acetyl-galactosaminyl transferase 1",1.656529845,4.743868451,8.291450761,8.61E-07,3.81E-05,
110895,Slc9a4,"solute carrier family 9 (sodium/hydrogen exchanger), member 4",-3.446563966,1.10122545,-9.918334471,8.61E-07,3.81E-05,
22323,Vasp,vasodilator-stimulated phosphoprotein,1.562483395,7.012723946,8.288523529,8.64E-07,3.81E-05,
15006,H2-Q1,"histocompatibility 2, Q region locus 1",-1.58861339,5.675510822,-8.28751426,8.65E-07,3.81E-05,
16362,Irf1,interferon regulatory factor 1,-1.99239737,8.200010308,-8.717046752,8.74E-07,3.83E-05,
207278,Fchsd2,FCH and double SH3 domains 2,-1.68799329,5.063484482,-8.279859321,8.74E-07,3.83E-05,
67900,Mtfp1,mitochondrial fission process 1,-3.24280631,0.381410868,-8.289143763,8.78E-07,3.83E-05,
54141,Spag5,sperm associated antigen 5,-2.054085242,3.490835384,-8.267973094,8.89E-07,3.87E-05,
16668,Krt18,keratin 18,1.773303036,8.373328361,8.308334022,8.92E-07,3.87E-05,
71874,2310007B03Rik,RIKEN cDNA 2310007B03 gene,7.440954111,0.098608555,8.384559909,8.96E-07,3.88E-05,
233979,Tpcn2,two pore segment channel 2,-1.974828185,3.474303552,-8.251630305,9.08E-07,3.91E-05,
16664,Krt14,keratin 14,4.199435446,8.753332422,9.894570042,9.09E-07,3.91E-05,
665574,Gm7694,predicted gene 7694,1.689373471,4.415966513,8.245164122,9.15E-07,3.93E-05,
74407,Ttc25,tetratricopeptide repeat domain 25,-2.040177275,1.168523055,-8.234612431,9.29E-07,3.98E-05,
71911,Bdh1,"3-hydroxybutyrate dehydrogenase, type 1",-1.608997412,4.22959487,-8.229730407,9.34E-07,3.99E-05,
235461,Mindy2,MINDY lysine 48 deubiquitinase 2,-1.468878231,5.352652214,-8.225279347,9.39E-07,4.00E-05,
20510,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",2.22714112,2.638581439,8.221338339,9.46E-07,4.02E-05,
54473,Tollip,toll interacting protein,1.471060195,6.783328609,8.218298707,9.48E-07,4.02E-05,
20447,St6galnac3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",-3.148959718,0.296315285,-8.21421279,9.67E-07,4.09E-05,
105445,Dock9,dedicator of cytokinesis 9,1.78681233,6.340981822,8.199693434,9.72E-07,4.10E-05,
100036568,Gm3373,predicted gene 3373,-6.152863393,-1.307330583,-8.252057002,1.02E-06,4.26E-05,
67719,2310057J18Rik,RIKEN cDNA 2310057J18 gene,-6.753118149,-3.584713722,-8.267636835,1.02E-06,4.26E-05,
170677,Cdhr1,cadherin-related family member 1,-1.94017684,3.069015136,-8.163898775,1.02E-06,4.26E-05,
68262,Agpat4,"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)",-3.302745794,3.185030164,-8.282690541,1.02E-06,4.26E-05,
23887,Ggt5,gamma-glutamyltransferase 5,-2.297631919,3.315470791,-8.158078087,1.03E-06,4.28E-05,
11936,Fxyd2,FXYD domain-containing ion transport regulator 2,-3.281581468,1.864500709,-9.458755675,1.04E-06,4.33E-05,
100503332,Gm19639,"predicted gene, 19639",-1.971594109,0.557398969,-8.137852486,1.06E-06,4.37E-05,
217578,Baz1a,bromodomain adjacent to zinc finger domain 1A,1.846491959,6.971964876,8.275340839,1.08E-06,4.46E-05,
71994,Cnn3,"calponin 3, acidic",1.3219576,7.778397543,8.117374061,1.08E-06,4.46E-05,
17937,Nab2,Ngfi-A binding protein 2,2.585093645,5.256572999,8.444018045,1.10E-06,4.52E-05,
11815,Apod,apolipoprotein D,-6.955339745,2.521106955,-9.008783006,1.12E-06,4.58E-05,
66540,Fam107b,"family with sequence similarity 107, member B",3.517190315,6.698904697,9.637199641,1.12E-06,4.59E-05,
57752,Tacc2,"transforming, acidic coiled-coil containing protein 2",1.618033181,6.011674466,8.088913256,1.13E-06,4.59E-05,
102866,Pls3,plastin 3 (T-isoform),1.844775707,6.683569899,8.085836631,1.13E-06,4.59E-05,
52020,Umodl1,uromodulin-like 1,-3.585373424,-2.111007216,-8.091231167,1.15E-06,4.65E-05,
16592,Fabp5,"fatty acid binding protein 5, epidermal",-2.312030327,3.960614509,-8.074610421,1.15E-06,4.65E-05,
76453,Prss23,"protease, serine 23",-2.933311656,7.134682096,-9.267629362,1.15E-06,4.65E-05,
18542,Pcolce,procollagen C-endopeptidase enhancer protein,-3.167959205,2.96536367,-8.055940477,1.19E-06,4.80E-05,
212442,Lactb2,"lactamase, beta 2",-1.607733094,3.163674532,-8.044136415,1.20E-06,4.80E-05,
54525,Syt7,synaptotagmin VII,-2.503490582,2.275018679,-8.044593463,1.20E-06,4.80E-05,
320508,Cachd1,cache domain containing 1,1.984895106,5.005318331,8.039722907,1.20E-06,4.80E-05,
72823,Pard3b,par-3 family cell polarity regulator beta,2.158172031,3.691540185,8.012567697,1.25E-06,4.97E-05,
72759,Tmem135,transmembrane protein 135,-1.40592686,5.363221822,-8.003358505,1.26E-06,5.01E-05,
66442,Spc25,"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)",-2.403329827,2.366085836,-8.005260443,1.26E-06,5.01E-05,
12319,Car8,carbonic anhydrase 8,-2.121846179,3.254087449,-7.995204107,1.28E-06,5.04E-05,
22156,Tuft1,tuftelin 1,1.951902042,4.105773218,7.994387442,1.28E-06,5.04E-05,
320333,D830030K20Rik,RIKEN cDNA D830030K20 gene,-6.174717567,-3.512325317,-8.071970962,1.29E-06,5.09E-05,
14133,Fcna,ficolin A,-5.622378515,-1.509515011,-8.48035078,1.30E-06,5.09E-05,
108097,Prkab2,"protein kinase, AMP-activated, beta 2 non-catalytic subunit",1.981354028,4.885617557,7.975764841,1.31E-06,5.13E-05,
28146,Serp1,stress-associated endoplasmic reticulum protein 1,-1.57919068,8.0936666,-7.96155319,1.34E-06,5.21E-05,
68303,Fam114a1,"family with sequence similarity 114, member A1",-1.50679794,5.580657295,-7.958060987,1.34E-06,5.23E-05,
14067,F5,coagulation factor V,-2.404972532,0.414386177,-7.957021213,1.35E-06,5.24E-05,
270328,Gsdmc3,gasdermin C3,-4.640731835,-3.441296786,-7.993011968,1.36E-06,5.26E-05,
18716,Pip,prolactin induced protein,-5.594330917,-4.400995709,-8.016655969,1.36E-06,5.26E-05,
55963,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",-1.615835529,4.263450577,-7.945449366,1.37E-06,5.26E-05,
244698,Hephl1,hephaestin-like 1,-1.896182395,1.678632329,-8.296168615,1.37E-06,5.26E-05,
74841,Usp38,ubiquitin specific peptidase 38,-1.626311213,6.964547798,-7.933269238,1.39E-06,5.32E-05,
213948,Atg9b,autophagy related 9B,-2.89795842,0.312515023,-7.939787998,1.39E-06,5.32E-05,
15357,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,-1.683312597,6.169544663,-7.929368754,1.40E-06,5.33E-05,
217082,Hlf,hepatic leukemia factor,-1.646012056,5.074375548,-7.923782156,1.41E-06,5.36E-05,
72726,Tbcc,tubulin-specific chaperone C,1.81573548,4.259718016,7.918624097,1.42E-06,5.38E-05,
192176,Flna,"filamin, alpha",1.67988123,10.05239732,7.925764868,1.44E-06,5.46E-05,
353310,Zfp703,zinc finger protein 703,1.923204818,7.23603111,8.213937141,1.45E-06,5.50E-05,
140483,Hnmt,histamine N-methyltransferase,-2.352154906,1.480521035,-7.897252913,1.46E-06,5.52E-05,
103161,Apof,apolipoprotein F,-2.782097828,-0.108825105,-8.243435428,1.47E-06,5.53E-05,
230603,Ttc39a,tetratricopeptide repeat domain 39A,-1.398749969,3.615355819,-7.889088311,1.47E-06,5.53E-05,
13842,Epha8,Eph receptor A8,-3.380897931,-1.000205372,-7.890522894,1.50E-06,5.62E-05,
110119,Mpi,mannose phosphate isomerase,-1.844842007,3.931347175,-7.873443274,1.51E-06,5.63E-05,
99439,Duox1,dual oxidase 1,-1.859035159,3.477070858,-8.030675746,1.52E-06,5.66E-05,
16590,Kit,KIT proto-oncogene receptor tyrosine kinase,3.487763762,4.193808409,9.321956467,1.52E-06,5.66E-05,
231991,Creb5,cAMP responsive element binding protein 5,3.016912615,4.275929523,7.867330953,1.54E-06,5.70E-05,
215748,Cnksr3,Cnksr family member 3,1.800736165,5.954664464,7.855586763,1.54E-06,5.70E-05,
16905,Lmna,lamin A,1.83409677,10.53620031,8.057626358,1.54E-06,5.70E-05,
18263,Odc1,"ornithine decarboxylase, structural 1",-2.234239159,8.126067542,-8.595638819,1.55E-06,5.70E-05,
99982,Kdm1a,lysine (K)-specific demethylase 1A,1.320471634,6.460992685,7.851137612,1.55E-06,5.70E-05,
